Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
YUMY,VanEck Future of Food ETF,Equity,"$3,319,820",1.77%,"1,406",$16.47,-0.72%,No,False,0.17%,4.34%,-7.71%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$1,985,395.00","$1,985,394.87",Consumer Staples Equities,2021-11-30,0.69%,N/A,$0.41,2024-03-15,$0.05,2.46%,14.32,0.98,39,50.32%,40%,20%,1099,$15.90,$16.74,$16.44,$16.52,60.32,C+,B-,N/A,B,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MENV,AdvisorShares North Square McKee ESG Core Bond ETF,Bond,"$3,297,460",-10.51%,298,$22.72,-0.09%,No,False,-0.59%,-2.65%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,"-$1,555,386.35",Total Bond Market,2011-06-20,0.47%,N/A,$0.04,2021-10-25,$0.04,0.16%,N/A,0.00,1,100.00%,40%,20%,1099,$22.64,$23.52,$22.68,$22.73,36.04,C,B-,N/A,B,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FWDB,AdvisorShares FolioBeyond Smart Core Bond ETF,Bond,"$3,229,120",-0.18%,"2,635",$25.78,-0.04%,No,No,0.17%,-0.08%,2.75%,4.39%,3.67%,$0.00,$0.00,$0.00,$0.00,$0.00,"-$4,543,720.15",Total Bond Market,2011-06-20,1.27%,N/A,$0.61,2021-10-25,$0.04,2.35%,0.00,0.17,8,100.00%,40%,20%,1099,$25.71,$25.88,$25.78,$25.78,45.37,C,C,C+,C+,A-,C,0.0,N/A,N/A,N/A,N/A,N/A
BLHY,Virtus Newfleet High Yield Bond ETF,Bond,"$3,221,990",8.17%,"1,023",$20.95,0.43%,No,False,0.58%,3.89%,8.46%,1.57%,2.96%,$0.00,$0.00,$0.00,$0.00,"-$2,149,900.00","-$2,149,900.00",High Yield Bonds,2016-12-05,0.49%,N/A,$1.48,2023-11-20,$0.14,7.08%,0.00,0.33,109,17.70%,40%,20%,1099,$20.16,$21.11,N/A,N/A,64.48,C,C+,B+,A-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RTYD,Simplify US Small Cap PLUS Downside Convexity ETF,Equity,"$3,204,620",-1.56%,"1,662",$18.58,1.09%,No,False,-1.15%,-1.19%,-16.91%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$1,670,275.00","$4,728,574.56",Volatility Hedged Equity,2022-01-10,0.31%,N/A,$0.25,2022-12-27,$0.17,1.35%,0.00,0.69,3,100.00%,40%,20%,1099,$18.26,$19.28,$18.50,$18.62,44.17,B,A-,N/A,B+,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GLDX,USCF Gold Strategy Plus Income Fund ETF,Commodity,"$3,128,000",0.61%,615,$25.51,1.59%,No,False,1.85%,2.01%,10.17%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$138,425.00","$493,425.00",Precious Metals,2021-11-03,0.47%,2 Platforms,$2.07,2023-12-19,$0.80,8.22%,0.00,0.20,2,100.00%,40%,20%,1099,$24.45,$25.39,$25.51,$25.51,62.35,B+,B-,C,B-,A,C,0.0,N/A,N/A,N/A,N/A,N/A
USHG,AGFiQ Dynamic Hedged U.S. Equity ETF,Equity,"$3,120,690",1.81%,"2,852",$31.51,0.35%,No,No,2.16%,N/A,37.21%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Large Cap Growth Equities,2019-05-23,0.82%,N/A,$0.66,2020-12-29,$0.66,2.10%,26.51,0.66,13,96.63%,39%,20%,1099,$30.50,$31.90,$31.40,$31.57,55.47,C,C,N/A,A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ADVE,Matthews Asia Dividend Active ETF,Equity,"$3,117,500",-1.58%,662,$31.47,0.74%,No,False,4.29%,-4.50%,7.40%,N/A,N/A,$0.00,$0.00,$0.00,"$1,602,350.00","$1,602,350.00","$1,602,350.00",Asia Pacific Equities,2023-09-22,0.79%,N/A,$1.83,2025-03-26,$0.05,5.86%,N/A,N/A,66,30.40%,40%,20%,1099,$29.07,$34.15,$31.47,$31.47,47.73,N/A,B-,N/A,N/A,N/A,N/A,6.73,43.81%,61.39%,58.82,6.33%,10.19%
PSDN,AdvisorShares Poseidon Dynamic Cannabis ETF,Equity,"$3,099,560",-35.65%,"46,108",$0.99,0.00%,No,Variable,0.10%,-3.79%,-70.33%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$1,975,805.00","$11,858,285.00",Leveraged Equities,2021-11-16,1.01%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.34,1,100.00%,40%,20%,1099,$0.94,$1.12,$0.99,$0.99,37.99,A-,C+,N/A,C,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
INNO,Harbor Disruptive Innovation ETF,Equity,"$3,095,750",22.40%,"24,548",$17.72,0.57%,No,False,0.31%,4.60%,25.02%,-3.59%,N/A,$0.00,$0.00,$0.00,"-$30,748,750.00","-$10,786,500.00","-$9,203,750.00",Technology Equities,2021-12-01,0.75%,N/A,$0.00,N/A,N/A,0.00%,44.30,1.24,2,100.00%,40%,20%,1099,$16.57,$17.99,$17.70,$17.74,64.44,B,C,N/A,C,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SAVN,LifeGoal Conservative Wealth Builder ETF,Multi-Asset,"$3,083,500",2.18%,783,$8.80,-0.11%,No,False,-0.22%,-1.50%,0.18%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$1,357,250.00","$3,077,250.00",Diversified Portfolio,2021-09-09,0.34%,N/A,$0.27,2023-05-25,$0.02,3.05%,0.07,0.45,1,100.00%,40%,20%,1099,$8.71,$8.88,$8.80,$8.80,45.61,B,B+,N/A,A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AHOY,Newday Ocean Health ETF,Equity,"$3,028,750",12.18%,323,$24.33,-0.04%,No,False,-2.90%,-3.45%,12.72%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$2,433,230.00","$2,433,230.00",Global Equities,2022-06-06,0.75%,N/A,$0.12,2023-12-21,$0.12,0.51%,0.06,0.93,27,48.33%,40%,20%,1099,$24.19,$26.36,$24.32,$24.33,33.62,C+,B-,C+,B,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BTOP,Bitwise Trendwise BTC/ETH and Treasuries Rotation Strategy ETF,Currency,"$2,951,840",-32.47%,"2,298",$23.65,-0.13%,No,False,-1.70%,-16.84%,-16.20%,N/A,N/A,"-$601,375.00",$0.00,"-$601,375.00","-$4,004,925.00","$3,971,000.00","$3,971,000.00",Currency,2023-10-02,0.90%,N/A,$20.82,2024-12-26,$20.82,88.15%,N/A,N/A,3,100.00%,40%,20%,1099,$21.89,$28.88,N/A,N/A,12.99,C+,B-,N/A,N/A,N/A,N/A,5.77,0.00%,31.62%,1.6,0.00%,0.00%
ARKY,ARK 21Shares Active Bitcoin Ethereum Strategy ETF,Currency,"$2,928,240",-20.57%,"1,592",$29.30,0.07%,No,False,-0.05%,-6.05%,-14.19%,N/A,N/A,"-$1,496,880.00",$0.00,$0.00,"-$719,766.00","$3,185,586.10","$3,185,586.10",Currency,2023-11-15,1.00%,N/A,$7.01,2024-12-30,$0.80,23.94%,N/A,N/A,2,100.00%,40%,20%,1099,$27.67,$32.35,$29.30,$29.30,38.72,B-,C,N/A,C,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UDI,USCF Dividend Income Fund,Equity,"$2,849,490",-4.60%,"1,354",$27.41,0.85%,No,False,2.39%,-5.20%,12.00%,N/A,N/A,"-$596,320.00",$0.00,$0.00,"-$3,404,460.00","$1,277,990.00","$1,277,990.00",All Cap Equities,2022-06-08,0.65%,N/A,$1.63,2025-03-25,$0.07,6.01%,0.06,1.05,38,41.37%,40%,20%,1099,$25.82,$30.42,$27.35,$27.50,42.40,C,C+,N/A,A-,A,N/A,6.53,38.94%,53.05%,20.81,6.17%,0.94%
TLTI,NEOS Enhanced Income 20+ Year Treasury Bond ETF,Bond,"$2,806,740",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$1,914,133.00",$0.00,"$944,370.00","$2,914,083.00","$2,914,083.00","$2,914,083.00",Government Bonds,2024-12-11,0.58%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,5.86,26.26%,33.17%,1.57,0.00%,0.00%
BMED,iShares Health Innovation Active ETF,Equity,"$2,742,160",-7.98%,"1,179",$22.91,0.31%,No,False,4.01%,-7.75%,-5.95%,-3.32%,N/A,$0.00,$0.00,$0.00,"-$1,026,176.00","-$4,688,068.00","-$1,422,312.00",Health & Biotech Equities,2020-09-29,0.85%,N/A,$0.00,2023-12-20,$0.01,0.00%,30.36,0.77,113,32.29%,40%,20%,1099,$21.28,$25.57,$22.91,$22.91,41.08,C,C,N/A,B,C+,N/A,6.36,44.66%,45.84%,22.67,0.00%,19.80%
RATE,Global X Interest Rate Hedge ETF,Alternatives,"$2,639,850",-3.55%,"1,852",$19.15,0.74%,No,False,-3.72%,-2.51%,-7.53%,N/A,N/A,"$768,233.28","-$1,182.25",-$178.27,"$768,020.48","$3,100,433.39","$3,100,433.39",Hedge Fund,2022-07-05,0.50%,N/A,$0.83,2025-04-01,$0.02,4.43%,0.00,2.19,4,100.01%,40%,20%,1099,$18.35,$19.98,N/A,N/A,47.74,C+,B+,A-,C,A,N/A,5.86,75.38%,33.72%,0.0,0.00%,0.00%
DWAC,Elkhorn Commodity Rotation Strategy ETF,Commodity,"$2,561,205",0.23%,"1,981",$25.63,0.71%,No,No,0.47%,N/A,4.40%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Commodities,2016-09-21,0.99%,N/A,$0.00,N/A,N/A,0.00%,N/A,-2.16,25,83.82%,39%,20%,1099,$24.56,$26.62,$25.61,$25.64,55.25,N/A,C,N/A,N/A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RIGZ,Viridi Bitcoin Miners ETF,Equity,"$2,544,080",0.27%,"8,432",$3.75,-0.27%,No,False,1.90%,-24.24%,-87.34%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$121,450.00","$15,045,595.00",Technology Equities,2021-07-20,0.90%,N/A,$0.00,N/A,N/A,0.00%,0.00,4.15,5,99.99%,40%,20%,1099,$3.43,$4.84,N/A,N/A,30.69,C+,C,N/A,C,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RPIBC,Reinhart Intermediate Bond NextShares,Bond,"$2,534,225",N/A,N/A,$99.95,0.00%,No,No,0.34%,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Government Bonds,2018-02-16,0.30%,N/A,$0.04,2019-02-25,$0.04,0.04%,0.00,0.00,8,100.00%,39%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,C+,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ECOZ,TrueShares ESG Active Opportunities ETF,Equity,"$2,510,420",21.73%,"1,863",$38.61,-0.03%,No,False,0.61%,5.02%,13.35%,10.86%,N/A,$0.00,$0.00,$0.00,$0.00,"-$5,522,965.00","-$1,894,260.00",Large Cap Growth Equities,2020-02-28,0.58%,N/A,$0.28,2022-12-29,$0.28,0.73%,0.03,1.08,61,35.95%,40%,20%,1099,$36.90,$39.18,$38.61,$38.61,67.53,C,C+,N/A,B-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KGHG,KraneShares Global Carbon Transformation ETF,Equity,"$2,502,110",5.50%,"2,160",$25.07,0.64%,No,False,0.63%,-1.14%,1.21%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,-$634.63,"$2,499,388.59",Alternative Energy Equities,2022-03-16,0.89%,N/A,$0.10,2022-12-28,$0.10,0.40%,0.11,1.46,1,100.00%,40%,20%,1099,$24.53,$25.40,$25.07,$25.08,52.49,C+,C,N/A,B,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
LUX,Tema Luxury ETF,Equity,"$2,420,920",-8.31%,"1,754",$20.17,0.95%,No,False,0.77%,-9.72%,-14.87%,N/A,N/A,$0.00,$0.00,$0.00,"-$4,888,038.00","$1,915,723.00","$1,915,723.00",Consumer Discretionary Equities,2023-05-11,0.75%,N/A,$0.62,2024-12-11,$0.62,3.08%,N/A,N/A,47,65.21%,40%,20%,1099,$18.86,$22.42,$20.13,$20.26,40.16,C+,B-,N/A,C+,B+,N/A,6.56,47.37%,54.18%,114.65,26.69%,0.02%
HDIV,QRAFT AI-Enhanced U.S. High Dividend ETF,Equity,"$2,354,020",3.19%,"1,690",$31.37,0.22%,No,False,-0.38%,2.90%,3.19%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$3,069,700.00","-$1,597,500.41",Large Cap Blend Equities,2020-02-27,0.76%,N/A,$0.57,2021-09-27,$0.20,1.80%,16.32,0.95,1,100.00%,40%,20%,1099,$30.02,$31.78,$31.37,$31.37,57.17,C,C,N/A,A,A-,C+,0.0,N/A,N/A,N/A,N/A,N/A
IRVH,Global X Interest Rate Volatility & Inflation Hedge ETF,Bond,"$2,302,970",5.78%,765,$21.00,0.57%,No,False,2.17%,2.89%,6.04%,N/A,N/A,-$471.39,-$779.52,-$858.17,"-$1,206,986.20","$2,886,523.23","$2,886,523.23",Inflation-Protected Bonds,2022-07-05,0.50%,N/A,$0.66,2025-04-01,$0.04,3.14%,0.00,-0.84,44,47.81%,40%,20%,1099,$20.28,$21.19,$20.99,$21.00,61.24,C,B+,N/A,N/A,N/A,N/A,5.86,75.38%,33.72%,0.0,0.00%,0.00%
MAAX,VanEck Muni Allocation ETF,Bond,"$2,280,430",2.03%,308,$20.72,-0.14%,No,False,0.10%,1.41%,2.38%,-2.31%,N/A,$0.00,$0.00,$0.00,$0.00,"-$1,283,858.00","-$4,337,780.00",National Munis,2019-05-15,0.33%,N/A,$0.81,2023-06-01,$0.11,3.93%,0.00,0.29,19,93.62%,40%,20%,1099,$20.30,$20.85,$20.71,$20.73,55.73,C,C,N/A,C+,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JFWD,Jacob Forward ETF,Equity,"$2,258,420",14.36%,673,$11.88,-0.25%,No,False,-5.13%,-1.91%,16.55%,-13.11%,N/A,$0.00,$0.00,$0.00,"-$1,145,974.00","-$1,558,661.00","$5,607,708.00",Technology Equities,2021-07-13,0.75%,N/A,$0.04,2024-12-06,$0.04,0.35%,0.00,1.16,2,100.00%,40%,20%,1099,$11.82,$13.66,$11.88,$11.88,46.94,C,C+,N/A,C,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RNWZ,TrueShares Eagle Global Renewable Energy Income ETF,Equity,"$2,242,820",9.16%,"1,437",$22.54,1.44%,No,False,6.10%,4.02%,13.29%,N/A,N/A,"-$266,335.00",$0.00,"-$653,349.00","-$271,399.00","$2,468,814.24","$2,468,814.24",Alternative Energy Equities,2022-12-08,0.75%,N/A,$0.47,2025-03-27,$0.08,2.09%,0.00,-0.95,25,60.45%,40%,20%,1099,$20.67,$22.85,$22.54,$22.54,59.62,C,B-,N/A,N/A,B,N/A,7.37,99.01%,85.13%,1093.94,57.12%,13.94%
DWAT,Arrow DWA Tactical: Macro ETF,Multi-Asset,"$2,238,000",-2.65%,416,$11.20,0.27%,No,False,2.14%,-2.14%,7.36%,-0.16%,9.49%,"-$1,179,000.00",$0.00,$0.00,"-$1,176,000.00","-$1,131,000.00","-$2,261,000.00",Diversified Portfolio,2014-10-01,1.95%,N/A,$0.01,2024-12-26,$0.01,0.09%,0.04,0.63,12,98.75%,40%,20%,1099,$10.42,$12.09,$11.20,$11.20,46.35,C,C,A+,C,C,N/A,6.71,90.45%,60.74%,82.31,9.53%,4.61%
DSJA,Innovator Double Stacker ETF - January,Equity,"$2,237,850",0.02%,446,$29.83,0.00%,No,Other,0.17%,0.54%,24.01%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$2,573,815.00","-$4,000,522.50",Volatility Hedged Equity,2021-01-04,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.94,2,100.00%,40%,20%,1099,$29.68,$29.84,$29.79,$29.85,71.01,N/A,B,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FOMO,AXS FOMO ETF,Multi-Asset,"$2,098,350",2.14%,"2,633",$16.75,-0.42%,No,False,0.81%,-1.31%,-24.63%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$2,556,630.00","$1,771,092.50",Diversified Portfolio,2021-05-25,0.90%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.69,22,77.41%,40%,20%,1099,$16.22,$16.78,$16.74,$16.76,44.95,C,B-,C+,A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BECO,BlackRock Future Climate and Sustainable Economy ETF,Equity,"$2,057,670",-0.90%,"1,629",$20.70,0.10%,No,False,1.70%,-3.01%,-1.43%,-5.72%,N/A,$0.00,$0.00,$0.00,"-$1,026,595.00","-$2,048,675.00","-$2,048,675.00",Global Equities,2021-08-03,0.70%,N/A,$0.24,2024-06-11,$0.18,1.17%,20.35,1.10,2,100.00%,40%,20%,1099,$20.36,$21.76,$20.70,$20.70,45.37,C+,B-,N/A,B+,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PRME,First Trust Heitman Global Prime Real Estate ETF,Real Estate,"$2,032,982",18.31%,597,$20.23,-0.64%,No,No,-0.31%,N/A,0.28%,5.20%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Global Real Estate,2015-11-11,0.95%,N/A,$1.21,2019-09-10,$0.80,5.98%,14.22,0.71,317,20.97%,39%,20%,1099,$19.64,$20.44,$20.19,$20.25,53.72,C,C,A-,C+,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TAAG,Trend Aggregation Growth ETF,Equity,"$1,978,920",-1.15%,"3,342",$20.95,0.58%,No,No,0.46%,0.09%,5.42%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,"-$860,852.50",All Cap Equities,2020-05-08,1.69%,N/A,$9.48,2021-10-21,$5.47,45.24%,27.93,0.55,34,34.00%,40%,20%,1099,$19.42,$21.35,N/A,N/A,53.72,N/A,C,N/A,N/A,A+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
QPT,AdvisorShares Q Portfolio Blended Allocation ETF,Multi-Asset,"$1,933,700",-29.19%,"2,337",$19.10,0.05%,No,False,0.71%,-2.83%,-28.39%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$2,044,790.00","$2,697,255.00",Diversified Portfolio,2020-12-28,1.19%,N/A,$0.00,N/A,N/A,0.00%,35.44,0.81,9,100.00%,40%,20%,1099,$18.46,$19.74,$19.09,$19.12,42.69,C+,C+,C,B-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
OPPX,Corbett Road Tactical Opportunity ETF,Multi-Asset,"$1,857,900",14.40%,"16,652",$22.33,0.00%,No,False,1.37%,3.83%,14.41%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$18,412,000.00","-$14,589,825.00",Diversified Portfolio,2021-02-25,0.78%,N/A,$2.44,2023-12-26,$2.44,10.93%,0.04,0.81,1,100.00%,40%,20%,1099,$21.08,$22.57,N/A,N/A,68.47,C+,B-,C+,B-,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BTCR,Volt Crypto Industry and Equity ETF,Equity,"$1,840,550",7.50%,940,$5.08,6.95%,No,False,4.52%,-0.47%,-62.94%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$149,593.40","-$294,942.20",Technology Equities,2021-10-27,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,43,98.07%,40%,20%,1099,$4.67,$5.14,$4.86,$5.20,48.12,C+,C,N/A,C,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VALX,Validea Market Legends ETF,Equity,"$1,834,930",-34.24%,"15,141",$18.34,-0.05%,No,No,3.41%,N/A,-27.49%,-10.56%,-6.10%,$0.00,$0.00,$0.00,$0.00,$0.00,"-$12,847,310.00",Small Cap Blend Equities,2014-12-10,0.79%,N/A,$0.50,2019-12-30,$0.50,2.73%,7.90,1.42,69,22.07%,39%,20%,1099,$14.46,$19.59,N/A,N/A,50.39,C,C,C+,C,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RYSE,Vest 10 Year Interest Rate Hedge ETF,Alternatives,"$1,735,310",-5.07%,516,$23.25,0.78%,No,False,0.04%,-1.20%,-5.84%,N/A,N/A,"-$567,462.50",$0.00,"-$567,462.50","$106,837.50","$2,370,250.00","$2,370,250.00",Hedge Fund,2023-02-02,0.88%,N/A,$0.62,2025-03-31,$0.11,2.64%,N/A,N/A,2,100.00%,40%,20%,1099,$22.25,$24.11,$23.25,$23.25,48.03,B-,C+,N/A,C+,A-,N/A,5.86,50.00%,33.72%,0.0,0.00%,0.00%
NVQ,QRAFT AI-Enhanced US Next Value ETF,Equity,"$1,679,800",1.59%,456,$33.60,0.03%,No,False,1.26%,2.80%,1.50%,5.05%,N/A,$0.00,$0.00,$0.00,$0.00,"-$3,782,400.00","-$1,692,350.00",All Cap Equities,2020-12-02,0.81%,N/A,$0.52,2023-12-26,$0.12,1.55%,0.04,0.77,1,100.00%,40%,20%,1099,$32.01,$33.93,$33.47,$33.83,61.62,C,C+,N/A,B+,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CFCV,ClearBridge Focus Value ESG ETF,Equity,"$1,676,840",7.48%,"1,811",$38.08,0.05%,No,False,0.00%,2.62%,24.49%,5.21%,N/A,$0.00,$0.00,$0.00,"-$1,815,534.81","-$2,435,921.62","-$2,113,570.83",Global Equities,2020-05-27,0.48%,N/A,$0.97,2024-09-25,$0.23,2.54%,19.43,0.95,1,100.00%,40%,20%,1099,$36.82,$38.67,$38.08,$38.08,62.45,C,B+,N/A,A-,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CYA,Simplify Tail Risk Strategy ETF,Multi-Asset,"$1,668,880",-87.46%,"157,533",$0.51,2.00%,No,False,25.75%,-56.69%,-98.16%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$12,741,711.59","$80,420,386.59",Hedge Fund,2021-09-13,1.64%,N/A,$0.44,2023-12-26,$0.23,85.08%,0.00,-1.44,4,100.00%,40%,20%,1099,$0.22,$0.95,$0.49,$0.53,36.08,A-,A-,N/A,C+,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IRBA,iMGP RBA Responsible Global Allocation ETF,Multi-Asset,"$1,426,500",0.11%,"12,429",$9.40,-1.05%,No,False,-1.83%,-2.09%,4.24%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$2,758,250.00","$489,327.50",Diversified Portfolio,2022-01-31,0.69%,N/A,$0.22,2023-12-27,$0.22,2.34%,0.00,0.65,10,100.02%,40%,20%,1099,$9.45,$9.73,$9.40,$9.40,42.42,C+,B,N/A,B,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NIWM,NightShares 2000 ETF,Multi-Asset,"$1,376,000",-2.44%,"3,513",$27.82,0.29%,No,False,1.24%,2.81%,-5.63%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$1,134,000.00","-$1,134,000.00",Diversified Portfolio,2022-06-28,0.55%,N/A,$0.09,2022-12-28,$0.10,0.34%,0.00,1.11,4,100.00%,40%,20%,1099,$26.68,$27.83,$27.79,$27.87,61.81,C+,A-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ZGEN,Generation Z ETF Generation Z Fund,Equity,"$1,329,140",16.04%,148,$12.01,-2.20%,No,False,2.14%,-4.61%,-24.23%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$1,276,672.00","-$685,698.00",Consumer Discretionary Equities,2021-12-16,0.63%,N/A,$0.00,N/A,N/A,0.00%,0.00,-1.81,47,47.90%,40%,20%,1099,$11.66,$12.65,$12.01,$12.01,48.90,C,B-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GRZZ,Grizzle Growth ETF,Equity,"$1,321,720",24.41%,202,$24.80,0.20%,No,False,1.40%,-3.64%,3.07%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$192,423.00","$913,960.00",Global Equities,2021-12-17,0.75%,N/A,$0.29,2022-12-23,$0.29,1.16%,0.00,1.20,39,67.04%,40%,20%,1099,$24.16,$26.35,$24.76,$24.82,47.13,C+,B-,C+,A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FLIO,Franklin Liberty International Opportunities ETF,Equity,"$1,300,394",-11.41%,"4,995",$25.98,0.00%,No,No,0.00%,N/A,-1.92%,2.80%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Building & Construction ,2017-01-25,0.60%,N/A,$0.69,2019-12-30,$0.13,2.66%,16.63,0.87,3,100.00%,39%,20%,1099,$24.58,$28.98,N/A,N/A,26.68,C,C+,C+,B,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HOM,LifeGoal Home Down Payment Investment ETF,Multi-Asset,"$1,297,500",3.71%,631,$8.64,-0.12%,No,False,0.18%,-0.85%,1.30%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$216,000.00","$1,243,500.00",Diversified Portfolio,2021-09-09,0.34%,N/A,$0.26,2023-05-25,$0.02,3.04%,0.00,0.49,1,100.00%,40%,20%,1099,$8.50,$8.70,$8.63,$8.64,51.91,C+,B,N/A,A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RSPY,Revere Sector Opportunity ETF,Equity,"$1,263,730",18.24%,"4,503",$25.27,0.00%,No,False,0.02%,5.36%,13.23%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$6,704,645.00","$746,005.00",Large Cap Blend Equities,2021-08-24,1.11%,N/A,$0.20,2023-07-12,$0.06,0.81%,0.00,0.95,12,97.64%,40%,20%,1099,$24.18,$25.55,$25.22,$25.30,70.86,C+,C,N/A,B+,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KGRO,KraneShares China Innovation ETF,Equity,"$1,248,830",-7.21%,"1,562",$12.48,0.00%,No,False,0.32%,7.12%,-16.20%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$1,012,239.38","$2,467,136.51",China Equities,2021-10-07,0.82%,N/A,$0.00,2022-12-29,$1.64,0.00%,0.00,0.31,1,100.00%,40%,20%,1099,$11.92,$12.78,$12.46,$12.49,53.95,N/A,B,N/A,N/A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
